P -1242.0000, -1767.0000, 0.0000,  255, 255, 255,  2,  Kobold
P 235.0000, -1876.0000, 0.0000,  255, 255, 255,  2,  Merchants
P 646.0000, 22.0000, 0.0000,  255, 255, 255,  2,  Windmills
P 682.0000, 1223.0000, 0.0000,  255, 255, 255,  2,  Dragon_Bones
P 1846.0000, 1553.0000, 0.0000,  255, 255, 255,  2,  Merchants
P -1658.0000, 1820.0000, 0.0000,  255, 255, 255,  2,  Druid_Rings
P -1767.0000, 774.0000, 0.0000,  255, 255, 255,  2,  Kobold
P -536.0000, 2052.0000, 0.0000,  0, 240, 0,  2,  Ak'Anon
P -2201.0000, -575.0000, 0.0000,  0, 240, 0,  2,  Lesser_Faydark
P 273.0000, -160.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
P -933.0000, 1368.0000, 0.0000,  0, 240, 0,  2,  PoK
P -500.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  500
P -1000.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  1000
P -1500.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  1500
P -2000.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  2000
P 500.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  -500
P 1000.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  -1000
P 1500.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  -1500
P 2000.0000, -1975.0000, 0.0000,  1, 1, 1,  2,  -2000
P -2203.0000, -510.0000, 0.0000,  1, 1, 1,  2,  500
P -2203.0000, -1010.0000, 0.0000,  1, 1, 1,  2,  1000
P -2203.0000, -1510.0000, 0.0000,  1, 1, 1,  2,  1500
P -2203.0000, 490.0000, 0.0000,  1, 1, 1,  2,  -500
P -2203.0000, 990.0000, 0.0000,  1, 1, 1,  2,  -1000
P -2203.0000, 1490.0000, 0.0000,  1, 1, 1,  2,  -1500
P -2203.0000, 1990.0000, 0.0000,  1, 1, 1,  2,  -2000
