L 2582, 1988, 20, 2582, 1971, 20, 64, 64, 64
L 32, -2557, 16, 32, -2604, 16, 0, 125, 0
L -2660, 1660, 1, -2663, 1631, 1, 150, 0, 200
L 1100, 2625, 1, 1128, 2625, 1, 150, 0, 200
L -604, -224, 75, -617, -224, 75, 100, 50, 0
L -595, -233, 75, -604, -224, 75, 100, 50, 0
L -595, -245, 75, -595, -233, 75, 100, 50, 0
L -604, -254, 75, -595, -245, 75, 100, 50, 0
L -617, -254, 75, -604, -254, 75, 100, 50, 0
L -625, -246, 75, -617, -254, 75, 100, 50, 0
L -626, -233, 75, -625, -246, 75, 100, 50, 0
L -617, -224, 75, -626, -233, 75, 100, 50, 0
L -762, -138, 75, -762, -125, 75, 100, 50, 0
L -771, -147, 75, -762, -138, 75, 100, 50, 0
L -783, -147, 75, -771, -147, 75, 100, 50, 0
L -791, -139, 75, -783, -147, 75, 100, 50, 0
L -799, -147, 75, -791, -139, 75, 100, 50, 0
L -812, -147, 75, -799, -147, 75, 100, 50, 0
L -820, -139, 75, -812, -147, 75, 100, 50, 0
L -836, -138, 75, -820, -139, 75, 100, 50, 0
L -836, -125, 75, -836, -138, 75, 100, 50, 0
L -820, -125, 75, -836, -125, 75, 100, 50, 0
L -812, -116, 75, -820, -125, 75, 100, 50, 0
L -799, -116, 75, -812, -116, 75, 100, 50, 0
L -791, -124, 75, -799, -116, 75, 100, 50, 0
L -783, -116, 75, -791, -124, 75, 100, 50, 0
L -771, -116, 75, -783, -116, 75, 100, 50, 0
L -762, -125, 75, -771, -116, 75, 100, 50, 0
L -464, -264, 75, -479, -249, 75, 100, 50, 0
L -463, -285, 75, -464, -264, 75, 100, 50, 0
L -476, -298, 75, -463, -285, 75, 100, 50, 0
L -495, -297, 75, -476, -298, 75, 100, 50, 0
L -494, -316, 75, -495, -297, 75, 100, 50, 0
L -508, -330, 75, -494, -316, 75, 100, 50, 0
L -527, -329, 75, -508, -330, 75, 100, 50, 0
L -545, -346, 75, -527, -329, 75, 100, 50, 0
L -561, -329, 75, -545, -346, 75, 100, 50, 0
L -544, -312, 75, -561, -329, 75, 100, 50, 0
L -545, -293, 75, -544, -312, 75, 100, 50, 0
L -532, -279, 75, -545, -293, 75, 100, 50, 0
L -513, -280, 75, -532, -279, 75, 100, 50, 0
L -514, -261, 75, -513, -280, 75, 100, 50, 0
L -500, -248, 75, -514, -261, 75, 100, 50, 0
L -479, -249, 75, -500, -248, 75, 100, 50, 0
L -114, 20, 159, -126, 20, 159, 100, 50, 0
L -105, 11, 159, -114, 20, 159, 100, 50, 0
L -105, -1, 159, -105, 11, 159, 100, 50, 0
L -113, -10, 159, -105, -1, 159, 100, 50, 0
L -105, -18, 159, -113, -10, 159, 100, 50, 0
L -105, -30, 159, -105, -18, 159, 100, 50, 0
L -113, -38, 159, -105, -30, 159, 100, 50, 0
L -113, -54, 159, -113, -38, 159, 100, 50, 0
L -127, -54, 159, -113, -54, 159, 100, 50, 0
L -127, -38, 159, -127, -54, 159, 100, 50, 0
L -135, -30, 159, -127, -38, 159, 100, 50, 0
L -135, -18, 159, -135, -30, 159, 100, 50, 0
L -127, -10, 159, -135, -18, 159, 100, 50, 0
L -135, -2, 159, -127, -10, 159, 100, 50, 0
L -135, 11, 159, -135, -2, 159, 100, 50, 0
L -126, 20, 159, -135, 11, 159, 100, 50, 0
L -222, 246, 75, -223, 225, 75, 100, 50, 0
L -235, 260, 75, -222, 246, 75, 100, 50, 0
L -254, 259, 75, -235, 260, 75, 100, 50, 0
L -253, 278, 75, -254, 259, 75, 100, 50, 0
L -267, 291, 75, -253, 278, 75, 100, 50, 0
L -286, 290, 75, -267, 291, 75, 100, 50, 0
L -303, 307, 75, -286, 290, 75, 100, 50, 0
L -320, 290, 75, -303, 307, 75, 100, 50, 0
L -303, 273, 75, -320, 290, 75, 100, 50, 0
L -304, 254, 75, -303, 273, 75, 100, 50, 0
L -290, 240, 75, -304, 254, 75, 100, 50, 0
L -272, 241, 75, -290, 240, 75, 100, 50, 0
L -273, 222, 75, -272, 241, 75, 100, 50, 0
L -259, 209, 75, -273, 222, 75, 100, 50, 0
L -238, 210, 75, -259, 209, 75, 100, 50, 0
L -223, 225, 75, -238, 210, 75, 100, 50, 0
L -216, 70, 75, -207, 79, 75, 100, 50, 0
L -228, 70, 75, -216, 70, 75, 100, 50, 0
L -236, 78, 75, -228, 70, 75, 100, 50, 0
L -244, 70, 75, -236, 78, 75, 100, 50, 0
L -257, 70, 75, -244, 70, 75, 100, 50, 0
L -265, 78, 75, -257, 70, 75, 100, 50, 0
L -281, 78, 75, -265, 78, 75, 100, 50, 0
L -281, 92, 75, -281, 78, 75, 100, 50, 0
L -265, 92, 75, -281, 92, 75, 100, 50, 0
L -257, 100, 75, -265, 92, 75, 100, 50, 0
L -245, 100, 75, -257, 100, 75, 100, 50, 0
L -236, 92, 75, -245, 100, 75, 100, 50, 0
L -228, 100, 75, -236, 92, 75, 100, 50, 0
L -216, 100, 75, -228, 100, 75, 100, 50, 0
L -207, 91, 75, -216, 100, 75, 100, 50, 0
L -207, 79, 75, -207, 91, 75, 100, 50, 0
L -47, 566, 159, -56, 557, 159, 100, 50, 0
L -47, 578, 159, -47, 566, 159, 100, 50, 0
L -56, 587, 159, -47, 578, 159, 100, 50, 0
L -68, 587, 159, -56, 587, 159, 100, 50, 0
L -77, 578, 159, -68, 587, 159, 100, 50, 0
L -77, 566, 159, -77, 578, 159, 100, 50, 0
L -68, 557, 159, -77, 566, 159, 100, 50, 0
L -56, 557, 159, -68, 557, 159, 100, 50, 0
L -134, 492, 159, -134, 480, 159, 100, 50, 0
L -143, 501, 159, -134, 492, 159, 100, 50, 0
L -155, 501, 159, -143, 501, 159, 100, 50, 0
L -164, 492, 159, -155, 501, 159, 100, 50, 0
L -164, 480, 159, -164, 492, 159, 100, 50, 0
L -155, 471, 159, -164, 480, 159, 100, 50, 0
L -143, 471, 159, -155, 471, 159, 100, 50, 0
L -134, 480, 159, -143, 471, 159, 100, 50, 0
L -115, 330, 115, -124, 321, 115, 100, 50, 0
L -115, 343, 115, -115, 330, 115, 100, 50, 0
L -124, 352, 115, -115, 343, 115, 100, 50, 0
L -136, 352, 115, -124, 352, 115, 100, 50, 0
L -136, 363, 115, -136, 352, 115, 100, 50, 0
L -144, 372, 115, -136, 363, 115, 100, 50, 0
L -156, 372, 115, -144, 372, 115, 100, 50, 0
L -167, 383, 115, -156, 372, 115, 100, 50, 0
L -177, 373, 115, -167, 383, 115, 100, 50, 0
L -166, 362, 115, -177, 373, 115, 100, 50, 0
L -166, 351, 115, -166, 362, 115, 100, 50, 0
L -157, 342, 115, -166, 351, 115, 100, 50, 0
L -146, 342, 115, -157, 342, 115, 100, 50, 0
L -146, 330, 115, -146, 342, 115, 100, 50, 0
L -137, 321, 115, -146, 330, 115, 100, 50, 0
L -124, 321, 115, -137, 321, 115, 100, 50, 0
L -140, 212, 115, -128, 212, 115, 100, 50, 0
L -149, 203, 115, -140, 212, 115, 100, 50, 0
L -149, 191, 115, -149, 203, 115, 100, 50, 0
L -140, 182, 115, -149, 191, 115, 100, 50, 0
L -128, 182, 115, -140, 182, 115, 100, 50, 0
L -119, 191, 115, -128, 182, 115, 100, 50, 0
L -119, 203, 115, -119, 191, 115, 100, 50, 0
