L -1261.9185, 286.9931, -142.3341,  -1262.0118, 285.2384, -142.3334,  0, 0, 0
L -1246.3735, 294.7642, -142.3354,  -1261.9185, 286.9931, -142.3341,  0, 0, 0
L -1238.0396, 298.9337, -142.3359,  -1246.3735, 294.7642, -142.3354,  0, 0, 0
L -1236.7225, 299.5116, -142.3359,  -1238.0396, 298.9337, -142.3359,  0, 0, 0
L -1234.2057, 300.1750, -142.3360,  -1236.7225, 299.5116, -142.3359,  0, 0, 0
L -1232.6720, 300.5794, -142.3360,  -1234.2057, 300.1750, -142.3360,  0, 0, 0
L -1216.2739, 316.9818, -148.9893,  -1232.6720, 300.5794, -142.3360,  0, 0, 0
L -1215.2856, 317.9756, -149.2957,  -1216.2739, 316.9818, -148.9893,  0, 0, 0
L -1214.3064, 318.8009, -149.6636,  -1215.2856, 317.9756, -149.2957,  0, 0, 0
L -1211.8353, 320.0352, -150.4831,  -1214.3064, 318.8009, -149.6636,  0, 0, 0
L -1186.1615, 332.8882, -156.9268,  -1211.8353, 320.0352, -150.4831,  0, 0, 0
L -1184.6177, 333.6548, -158.5994,  -1186.1615, 332.8882, -156.9268,  0, 0, 0
L -1182.7762, 334.3779, -160.5751,  -1184.6177, 333.6548, -158.5994,  0, 0, 0
L -1089.6494, 334.3787, -175.2175,  -1182.7762, 334.3779, -160.5751,  0, 0, 0
L -1088.4340, 334.3806, -175.1438,  -1089.6494, 334.3787, -175.2175,  0, 0, 0
L -1083.2792, 334.0207, -174.7061,  -1088.4340, 334.3806, -175.1438,  0, 0, 0
L -1081.7224, 333.8768, -174.6341,  -1083.2792, 334.0207, -174.7061,  0, 0, 0
L -1078.4290, 333.7333, -174.4865,  -1081.7224, 333.8768, -174.6341,  0, 0, 0
L -1075.2871, 333.7859, -174.3645,  -1078.4290, 333.7333, -174.4865,  0, 0, 0
L -1073.8107, 333.8996, -174.3204,  -1075.2871, 333.7859, -174.3645,  0, 0, 0
L -1072.3937, 334.1046, -174.2932,  -1073.8107, 333.8996, -174.3204,  0, 0, 0
L -1071.0314, 334.4664, -174.2933,  -1072.3937, 334.1046, -174.2932,  0, 0, 0
L -1068.6681, 335.6487, -174.2935,  -1071.0314, 334.4664, -174.2933,  0, 0, 0
L -1067.6783, 336.1549, -174.2935,  -1068.6681, 335.6487, -174.2935,  0, 0, 0
L -1064.8657, 336.1036, -174.2936,  -1067.6783, 336.1549, -174.2935,  0, 0, 0
L -1248.9907, 262.4333, -149.1179,  -1248.9873, 257.3945, -166.8817,  0, 0, 0
L -1249.2084, 263.8970, -148.8627,  -1248.9907, 262.4333, -149.1179,  0, 0, 0
L -1249.5679, 265.3323, -148.6064,  -1249.2084, 263.8970, -148.8627,  0, 0, 0
L -1249.8889, 266.7628, -148.3408,  -1249.5679, 265.3323, -148.6064,  0, 0, 0
L -1250.3052, 269.3299, -147.8182,  -1249.8889, 266.7628, -148.3408,  0, 0, 0
L -1250.4769, 270.9181, -147.3215,  -1250.3052, 269.3299, -147.8182,  0, 0, 0
L -1247.9048, 273.6108, -142.3028,  -1250.4769, 270.9181, -147.3215,  0, 0, 0
L -1234.4165, 287.0812, -142.5851,  -1247.9048, 273.6108, -142.3028,  0, 0, 0
L -1233.0431, 288.4422, -142.7294,  -1234.4165, 287.0812, -142.5851,  0, 0, 0
L -1231.9821, 289.3723, -142.8657,  -1233.0431, 288.4422, -142.7294,  0, 0, 0
L -1219.4309, 289.3653, -146.8999,  -1231.9821, 289.3723, -142.8657,  0, 0, 0
L -1217.8488, 289.3673, -148.4246,  -1219.4309, 289.3653, -146.8999,  0, 0, 0
L -1215.9031, 289.5866, -149.1302,  -1217.8488, 289.3673, -148.4246,  0, 0, 0
L -1213.8041, 291.6851, -149.7920,  -1215.9031, 289.5866, -149.1302,  0, 0, 0
L -1192.9669, 312.5460, -156.3017,  -1213.8041, 291.6851, -149.7920,  0, 0, 0
L -1191.9048, 313.6147, -156.6449,  -1192.9669, 312.5460, -156.3017,  0, 0, 0
L -1186.1371, 320.1933, -157.9788,  -1191.9048, 313.6147, -156.6449,  0, 0, 0
L -1185.1382, 321.3796, -158.1090,  -1186.1371, 320.1933, -157.9788,  0, 0, 0
L -1114.1506, 321.3741, -175.5842,  -1185.1382, 321.3796, -158.1090,  0, 0, 0
L -1085.4198, 321.3745, -174.8570,  -1114.1506, 321.3741, -175.5842,  0, 0, 0
L -1083.9113, 321.3624, -174.7853,  -1085.4198, 321.3745, -174.8570,  0, 0, 0
L -1074.8623, 322.0857, -174.3937,  -1083.9113, 321.3624, -174.7853,  0, 0, 0
L -1073.4907, 321.9761, -174.3490,  -1074.8623, 322.0857, -174.3937,  0, 0, 0
L -1072.2035, 321.7715, -174.3202,  -1073.4907, 321.9761, -174.3490,  0, 0, 0
L -1071.1499, 321.4422, -174.3202,  -1072.2035, 321.7715, -174.3202,  0, 0, 0
L -1070.0374, 320.1528, -174.3203,  -1071.1499, 321.4422, -174.3202,  0, 0, 0
L -1067.7896, 319.8840, -174.3204,  -1070.0374, 320.1528, -174.3203,  0, 0, 0
L 409.7169, -35.2631, -145.5355,  431.7961, -46.2903, -144.1944,  0, 0, 0
L 431.7961, -46.2903, -144.1944,  432.8112, -46.4775, -144.1433,  0, 0, 0
L 432.8112, -46.4775, -144.1433,  433.9323, -46.4729, -144.1196,  0, 0, 0
L 433.9323, -46.4729, -144.1196,  463.8961, -46.4749, -144.1198,  0, 0, 0
L 463.8961, -46.4749, -144.1198,  512.5055, -46.5237, -143.9354,  0, 0, 0
L 512.5055, -46.5237, -143.9354,  513.2830, -48.3315, -143.9355,  0, 0, 0
L 513.2830, -48.3315, -143.9355,  512.6758, -50.0132, -143.9355,  0, 0, 0
