P -254.9820, -740.7820, -13.9990,  240, 240, 240,  3,  Ladder_to_lower_level
P 185.8620, -1186.4160, -83.9680,  0, 240, 0,  3,  Lower_Guk
P 75.1520, -1534.4821, -101.6830,  0, 240, 0,  3,  Lower_Guk
P -370.6620, -1625.8910, -99.2720,  0, 240, 0,  3,  Lower_Guk
P 42.0440, -743.9860, -153.9360,  0, 0, 0,  2,  Tempus
P -27.0010, -906.7270, -98.4470,  0, 240, 240,  2,  Ladder_up
P -608.1670, -1123.3470, -88.3130,  0, 240, 0,  3,  Lower_Guk
P -7.0000, 36.0000, 0.0000,  255, 255, 255,  2,  Succor_Point
P -220.0000, -447.0000, 0.0000,  255, 255, 255,  2,  Barricaded_Door_(LDoN)
P -220.0000, -447.0000, -13.0000,  240, 0, 0,  3,  Barricaded_Door_(LDoN)
P -100.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  100
P -200.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  200
P -300.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  300
P -400.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  400
P -500.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  500
P -600.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  600
P 100.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  -100
P 200.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  -200
P 300.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  -300
P 400.0000, -1696.0000, 0.0000,  1, 1, 1,  2,  -400
P -656.0000, -110.0000, 0.0000,  1, 1, 1,  2,  100
P -656.0000, -210.0000, 0.0000,  1, 1, 1,  2,  200
P -656.0000, -310.0000, 0.0000,  1, 1, 1,  2,  300
P -656.0000, -410.0000, 0.0000,  1, 1, 1,  2,  400
P -656.0000, -510.0000, 0.0000,  1, 1, 1,  2,  500
P -656.0000, -610.0000, 0.0000,  1, 1, 1,  2,  600
P -656.0000, -710.0000, 0.0000,  1, 1, 1,  2,  700
P -656.0000, -810.0000, 0.0000,  1, 1, 1,  2,  800
P -656.0000, -910.0000, 0.0000,  1, 1, 1,  2,  900
P -656.0000, -1010.0000, 0.0000,  1, 1, 1,  2,  1000
P -656.0000, -1110.0000, 0.0000,  1, 1, 1,  2,  1100
P -656.0000, -1210.0000, 0.0000,  1, 1, 1,  2,  1200
P -656.0000, -1310.0000, 0.0000,  1, 1, 1,  2,  1300
P -656.0000, -1410.0000, 0.0000,  1, 1, 1,  2,  1400
P -656.0000, -1510.0000, 0.0000,  1, 1, 1,  2,  1500
P -656.0000, -1610.0000, 0.0000,  1, 1, 1,  2,  1600
