L -29, -509, 16, 20, -509, 13, 0, 0, 0
L -29, -509, 15, -34, -509, 15, 0, 0, 0
L -15, -502, 15, -29, -509, 15, 0, 0, 0
L 1, -502, 15, -15, -502, 15, 0, 0, 0
L 15, -509, 15, 1, -502, 15, 0, 0, 0
L 20, -509, 15, 15, -509, 15, 0, 0, 0
L 31, -540, 17, 31, -527, 17, 0, 0, 0
L 34, -527, 18, 34, -540, 18, 0, 0, 0
L 37, -540, 19, 37, -527, 19, 0, 0, 0
L 40, -527, 20, 40, -540, 20, 0, 0, 0
L 43, -540, 21, 43, -527, 21, 0, 0, 0
L 46, -527, 22, 46, -540, 22, 0, 0, 0
L 49, -540, 23, 49, -527, 23, 0, 0, 0
L 52, -527, 24, 52, -540, 24, 0, 0, 0
L 55, -540, 25, 55, -527, 25, 0, 0, 0
L 58, -527, 26, 58, -540, 26, 0, 0, 0
L 61, -540, 27, 61, -527, 27, 0, 0, 0
L 67, -527, 29, 67, -540, 29, 0, 0, 0
L 64, -540, 28, 64, -527, 28, 0, 0, 0
L -45, -540, 17, -45, -527, 17, 0, 0, 0
L -48, -527, 18, -48, -540, 18, 0, 0, 0
L -51, -540, 19, -51, -527, 19, 0, 0, 0
L -54, -527, 20, -54, -540, 20, 0, 0, 0
L -57, -540, 21, -57, -527, 21, 0, 0, 0
L -60, -527, 22, -60, -540, 22, 0, 0, 0
L -63, -540, 23, -63, -527, 23, 0, 0, 0
L -66, -527, 24, -66, -540, 24, 0, 0, 0
L -69, -540, 25, -69, -527, 25, 0, 0, 0
L -72, -540, 26, -72, -527, 26, 0, 0, 0
L -75, -527, 27, -75, -540, 27, 0, 0, 0
L -78, -540, 28, -78, -527, 28, 0, 0, 0
L -81, -527, 29, -81, -538, 29, 0, 0, 0
L -83, -337, 15, -73, -337, 15, 0, 0, 0
L -73, -336, 16, -81, -336, 16, 0, 0, 0
L -81, -335, 17, -73, -335, 17, 0, 0, 0
L -73, -334, 18, -81, -334, 18, 0, 0, 0
L -81, -333, 19, -73, -333, 19, 0, 0, 0
L -73, -332, 20, -81, -332, 20, 0, 0, 0
L -81, -331, 21, -73, -331, 21, 0, 0, 0
L -73, -330, 22, -81, -330, 22, 0, 0, 0
L -81, -329, 23, -73, -329, 23, 0, 0, 0
L -73, -328, 24, -81, -328, 24, 0, 0, 0
L -81, -327, 25, -73, -327, 25, 0, 0, 0
L -73, -326, 26, -81, -326, 26, 0, 0, 0
L -81, -325, 27, -73, -325, 27, 0, 0, 0
L -73, -324, 28, -81, -324, 28, 0, 0, 0
L -25, -392, 15, -39, -392, 15, 0, 0, 0
L -39, -390, 16, -25, -390, 16, 0, 0, 0
L -25, -388, 17, -39, -388, 17, 0, 0, 0
L -39, -386, 18, -25, -386, 18, 0, 0, 0
L -25, -384, 19, -39, -384, 19, 0, 0, 0
L -39, -382, 20, -25, -382, 20, 0, 0, 0
L -25, -380, 21, -39, -380, 21, 0, 0, 0
L -39, -378, 22, -25, -378, 22, 0, 0, 0
L -25, -376, 23, -39, -376, 23, 0, 0, 0
L -38, -374, 24, -25, -374, 24, 0, 0, 0
L -25, -372, 25, -39, -372, 25, 0, 0, 0
L -39, -370, 26, -25, -370, 26, 0, 0, 0
L -25, -368, 27, -39, -368, 27, 0, 0, 0
L -39, -366, 28, -25, -366, 28, 0, 0, 0
L 25, -390, 16, 11, -390, 16, 0, 0, 0
L 11, -388, 17, 25, -388, 17, 0, 0, 0
L 25, -386, 18, 11, -386, 18, 0, 0, 0
L 11, -384, 19, 25, -384, 19, 0, 0, 0
L 25, -382, 20, 11, -382, 20, 0, 0, 0
L 11, -380, 21, 25, -380, 21, 0, 0, 0
L 25, -378, 22, 11, -378, 22, 0, 0, 0
L 11, -376, 23, 25, -376, 23, 0, 0, 0
L 25, -374, 24, 11, -374, 24, 0, 0, 0
L 11, -372, 25, 25, -372, 25, 0, 0, 0
L 25, -370, 26, 11, -370, 26, 0, 0, 0
L 11, -368, 27, 25, -368, 27, 0, 0, 0
L 25, -366, 28, 11, -366, 28, 0, 0, 0
L 52, -371, 1, 38, -371, 1, 0, 0, 0
L 38, -373, 2, 52, -373, 2, 0, 0, 0
L 52, -375, 3, 38, -375, 3, 0, 0, 0
L 38, -377, 4, 52, -377, 4, 0, 0, 0
L 52, -379, 5, 38, -379, 5, 0, 0, 0
L 38, -381, 6, 52, -381, 6, 0, 0, 0
L 52, -383, 7, 38, -383, 7, 0, 0, 0
L 38, -385, 8, 52, -385, 8, 0, 0, 0
L 52, -387, 9, 38, -387, 9, 0, 0, 0
L 52, -389, 10, 38, -389, 10, 0, 0, 0
L 38, -391, 11, 52, -391, 11, 0, 0, 0
L 52, -393, 12, 38, -393, 12, 0, 0, 0
L 38, -395, 13, 52, -395, 13, 0, 0, 0
L -66, -371, 1, -52, -371, 1, 0, 0, 0
L -66, -373, 2, -52, -373, 2, 0, 0, 0
L -66, -375, 3, -52, -375, 3, 0, 0, 0
L -66, -377, 4, -52, -377, 4, 0, 0, 0
L -66, -379, 5, -52, -379, 5, 0, 0, 0
L -66, -381, 6, -52, -381, 6, 0, 0, 0
L -66, -383, 7, -52, -383, 7, 0, 0, 0
L -66, -385, 8, -52, -385, 8, 0, 0, 0
L -52, -387, 9, -66, -387, 9, 0, 0, 0
L -66, -389, 10, -52, -389, 10, 0, 0, 0
L -52, -391, 11, -66, -391, 11, 0, 0, 0
L -66, -393, 12, -52, -393, 12, 0, 0, 0
L -52, -395, 13, -66, -395, 13, 0, 0, 0
L -62, -250, -0, -50, -250, -0, 150, 0, 200
L 65, -456, 1, 65, -463, 1, 0, 0, 0
L 51, -456, 1, 65, -456, 1, 0, 0, 0
L 51, -441, 1, 51, -456, 1, 0, 0, 0
L 65, -441, 1, 51, -441, 1, 0, 0, 0
L 65, -426, 1, 65, -441, 1, 0, 0, 0
L 51, -426, 1, 65, -426, 1, 0, 0, 0
L 51, -412, 1, 51, -426, 1, 0, 0, 0
L 15, -412, 1, 51, -412, 1, 0, 0, 0
L 15, -425, 1, 15, -412, 1, 0, 0, 0
L 1, -426, 1, 14, -426, 1, 0, 0, 0
